"Year,""Header"",""Source"",""URL"""
"2026,""О Стратегии социально-экономического развития"",""permkrai.info›2011/12/01/p17345.htm"",""http://permkrai.info/2011/12/01/p17345.htm"""
"2026,""О прогнозе долгосрочного социально-экономического"",""docs.cntd.ru›document/499034125"",""http://docs.cntd.ru/document/499034125"""
"2026,""Основные показатели прогноза"",""Consultant.ru›document/cons_doc_LAW_144190/…/"",""http://www.Consultant.ru/document/cons_doc_LAW_144190/ca236ec04b4bb18a1c9e54c86356e28f3717bf47/"""
"2026,""ПРОГРАММА"",""pravo.tatarstan.ru›rus/file/npa/2016-04/40441/npa…"",""http://pravo.tatarstan.ru/rus/file/npa/2016-04/40441/npa_40442.pdf"""
"2026,""Стратегия социально-экономического развития"",""pandia.ru›text/77/28/94665.php"",""http://pandia.ru/text/77/28/94665.php"""
"2027,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.wikipedia.org›wiki/ИРЧП_субъектов_Российской…"",""https://ru.wikipedia.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2027,""Цикл Спящего Феникса 2027— что ждет нашу планету?"",""econet.ru›Новости›…-2027-chto-zhdet-nashu…"",""http://econet.ru/articles/66103-tsikl-spyaschego-feniksa-2027-chto-zhdet-nashu-planetu"""
"2027,""Индекс человеческого развития в России: анализ"",""CyberLeninka.ru›article…chelovecheskogo…v-rossii…"",""http://CyberLeninka.ru/article/n/indeks-chelovecheskogo-razvitiya-v-rossii-analiz-i-perspektivy"""
"2027,""Индекс развития человеческого потенциала (ИРЧП)"",""genby.livejournal.com›24 comments"",""http://genby.livejournal.com/510338.html"""
"2027,""Программа развития ООН: Индекс человеческого"",""gtmarket.ru›Новости›Программа развития оон"",""http://gtmarket.ru/news/2015/12/16/7285"""
"2027,""Расчет и анализ ИРЧП для Российской Федерации"",""KazEdu.kz›referat/119633/5"",""https://www.KazEdu.kz/referat/119633/5"""
"2027,""ИРЧП - это Что такое ИРЧП?"",""dic.academic.ru›dic.nsf/ruwiki/931993"",""http://dic.academic.ru/dic.nsf/ruwiki/931993"""
"2027,""На период 2012 – 2027 годы"",""vladimir-city.ru›upload/static/economics/…"",""http://www.vladimir-city.ru/upload/static/economics/Strategia.pdf"""
"2027,""Индекс развития человеческого потенциала в РФ"",""newsland.com›…indeks…chelovecheskogo-potentsiala…"",""https://newsland.com/user/4297675234/content/indeks-razvitiia-chelovecheskogo-potentsiala-v-rf/4064651"""
"2027,""Развитие человеческого потенциала в России"",""economyofregion.uralces.ru›Data/Issues/ER2013/Sep…"",""http://economyofregion.uralces.ru/Data/Issues/ER2013/September_2013/ERSeptember2013_101_112.pdf"""
"2027,""К 2027 году Китай получит статус страны с высоким"",""ekd.me›2017/02…2027-godu…vysokim-urovnem-doxodov/"",""http://ekd.me/2017/02/k-2027-godu-kitaj-poluchit-status-strany-s-vysokim-urovnem-doxodov/"""
"2027,""Список стран по ВВП (номинал) на душу населения"",""ru.wikipedia.org›Список стран по ВВП (номинал) на душу населения"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%BD%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2027,""BBC Russian - Экономика - Россию назвали самой богатой"",""bbc.com›russian/business/2011/06…renaissance…"",""http://www.bbc.com/russian/business/2011/06/110623_renaissance_democracy_cost.shtml"""
"2027,""ВВП на душу населения Рейтинг стран по ВВП Доход"",""kakdobratsyado.ru›rejting…vvp-na-dushu-naseleniya…"",""http://kakdobratsyado.ru/rejting-stran-vvp-na-dushu-naseleniya-pps/"""
"2027,""ВВП России на душу населения в текущих ценах"",""total-rating.ru›…vvp…na-dushu-naseleniya-v…cenah…"",""http://total-rating.ru/202-vvp-rossii-na-dushu-naseleniya-v-tekuschih-cenah-v-nacionalnoy-valyute.html"""
"2027,""Габон обошел Россию по ВВП на душу населения"",""by24.org›2016/03/21/gabon_defeated_russia_in_the…"",""http://by24.org/2016/03/21/gabon_defeated_russia_in_the_economy/"""
"2027,""ВВП НА ДУШУ НАСЕЛЕНИЯ ПО ППС России и других"",""matveychev-oleg.livejournal.com›4537690.html"",""http://matveychev-oleg.livejournal.com/4537690.html"""
"2027,""ВВП по ППС на душу населения - Россия"",""data.trendeconomy.ru›Россия"",""http://data.trendeconomy.ru/imf/weo/Gross_domestic_product_based_on_purchasing_power_parity_PPPPC/Russia"""
"2027,""ВВП России и Габона"",""zugunder.com›index.php?topic=176656.0"",""http://zugunder.com/index.php?topic=176656.0"""
"2027,""Список стран по ВВП (номинал) на душу населения — WiKi"",""ru-wiki.org›wiki…ВВП_(номинал)_на_душу_населения"",""http://ru-wiki.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%BD%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2027,""uinskru/uploads/zemskoe-sobranie/2015/reshenie-111"",""uinsk.ru›uploads…2015…utverzhdenii…2027-gody.doc"",""http://uinsk.ru/uploads/zemskoe-sobranie/2015/reshenie-111-ob-utverzhdenii-strategija-ser-umr-na-2016-2027-gody.doc"""
"2027,""Этап 2 Стратегия развития Владимирской области"",""StudFiles.ru›preview/3794679/"",""http://www.StudFiles.ru/preview/3794679/"""
"2027,""О прогнозе социально-экономического"",""docs.cntd.ru›document/430656193"",""http://docs.cntd.ru/document/430656193"""
"2027,""Об утверждении стратегии социально - экономического"",""kt.avo.ru›documents/3323467/3911720/Указ.pdf/…"",""http://kt.avo.ru/documents/3323467/3911720/%D0%A3%D0%BA%D0%B0%D0%B7.pdf/cc6eff44-115c-4eaf-b2b5-475aef6e86b9"""
"2027,""Республика Бурятия"",""city-strategy.ru›upload/document/strategiya.pdf"",""http://www.city-strategy.ru/upload/document/strategiya.pdf"""
"2027,""Просмотр электронного бюллетеня Коллегии"",""ako.ru›ZAKON/viewzakon.asp?C72149=On"",""http://www.ako.ru/ZAKON/viewzakon.asp?C72149=On"""
"2027,""Об утверждении стратегии социально - экономического"",""sp2014.lifttothefuture.ru›uploads/priority/files/…"",""http://sp2014.lifttothefuture.ru/uploads/priority/files/d0842692eb22eafa2fdac9832674d24c6d3f8bd1.pdf"""
"2027,""На период 2012 – 2027 годы"",""vladimir-city.ru›upload/static/economics/…"",""http://www.vladimir-city.ru/upload/static/economics/Strategia.pdf"""
"2027,""Прогноз социально - экономического развития"",""economy.gov.ru›wps/wcm/connect/fb93efc7…годы.pdf…"",""http://economy.gov.ru/wps/wcm/connect/fb93efc7-d9ad-4f63-8d51-f0958ae58d3e/1-%D0%9F%D1%80%D0%BE%D0%B3%D0%BD%D0%BE%D0%B7%20%D0%BD%D0%B0%202016-2018%20%D0%B3%D0%BE%D0%B4%D1%8B.pdf?MOD=AJPERES"""
"2027,""Россия и мир, год 2027"",""fastcenter.ru›smenshikov/2027.htm"",""http://www.fastcenter.ru/smenshikov/2027.htm"""
"2028,""Прогноз Centre for Economics and Business Research"",""gtmarket.ru›Новости›2013/12/31/6561"",""http://gtmarket.ru/news/2013/12/31/6561"""
"2028,""Шаг вперед, два - назад Беларусь в индексе"",""news.tut.by›Общество›477058.html"",""https://news.tut.by/society/477058.html"""
"2028,""О стратегии социально-экономического"",""docs.cntd.ru›document/819066192"",""http://docs.cntd.ru/document/819066192"""
"2028,""Диссертация на тему «Развитие человеческого»"",""dissercat.com›…chelovecheskogo-potentsiala-v…"",""http://www.dissercat.com/content/razvitie-chelovecheskogo-potentsiala-v-usloviyakh-tranzitivnoi-ekonomiki"""
"2028,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.wikipedia.org›wiki/ИРЧП_субъектов_Российской…"",""https://ru.wikipedia.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2028,""Конференция """"Стратегические вызовы и угрозы Пермского"",""dedin.livejournal.com›51640.html"",""http://dedin.livejournal.com/51640.html"""
"2028,""Таблица 3 Составляющие индекса развития"",""Consultant.ru›regbase/cgi/online.cgi…"",""http://www.Consultant.ru/regbase/cgi/online.cgi?req=doc&base=RLAW916&n=8653&dst=100713"""
"2028,""Индекс человеческого развития в России: анализ"",""CyberLeninka.ru›article…chelovecheskogo…v-rossii…"",""http://CyberLeninka.ru/article/n/indeks-chelovecheskogo-razvitiya-v-rossii-analiz-i-perspektivy"""
"2028,""Индекс развития человеческого потенциала (ИРЧП)"",""genby.livejournal.com›24 comments"",""http://genby.livejournal.com/510338.html"""
"2028,""Расчет и анализ ИРЧП для Российской Федерации"",""KazEdu.kz›referat/119633/5"",""https://www.KazEdu.kz/referat/119633/5"""
"2028,""Мировая экономика"",""rfej.ru›Журнал›…2003E6E8B/$file/3-22.pdf"",""http://www.rfej.ru/rvv/id/2003E6E8B/$file/3-22.pdf"""
"2028,""Прогноз экономического развития стран мира на период"",""провэд.рф›analytics…9264…pazvitiya…na…s…2028-gody…"",""http://xn--b1ae2adf4f.xn--p1ai/analytics/research/9264-ppognoz-ekonomicheskogo-pazvitiya-stpan-mipa-na-pepiod-s-2015-po-2028-gody-mezhdunapodnye-spavneniya.html"""
"2028,""Экономический прогноз «Мир в 2050 году» - Мир прогнозов"",""MirPrognozov.ru›prognosis/economics…mir-v…godu/"",""http://www.MirPrognozov.ru/prognosis/economics/ekonomicheskiy-prognoz-mir-v-2050-godu/"""
"2028,""Экономический прогноз «Мир в 2050 году»: luckyea77"",""luckyea77.livejournal.com›1585230.html"",""http://luckyea77.livejournal.com/1585230.html"""
"2028,""Список стран по ВВП (номинал) на душу населения"",""ru.wikipedia.org›Список стран по ВВП (номинал) на душу населения"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%BD%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2028,""Экономический прогноз «Мир в 2050 году»"",""pwc.ru›ru/press-releases/2015/economic_forecast_…"",""http://www.pwc.ru/ru/press-releases/2015/economic_forecast_2050.html"""
"2028,""Экономика Индонезии превзойдет экономики России"",""ereport.ru›news/1505192109.htm"",""http://www.ereport.ru/news/1505192109.htm"""
"2028,""Сверхдержавы в сравнении: США и Россия"",""dal-prom.ru›news/203/05-06-14-13/"",""http://dal-prom.ru/news/203/05-06-14-13/"""
"2028,""ВВП на душу населения Рейтинг стран по ВВП Доход"",""kakdobratsyado.ru›rejting…vvp-na-dushu-naseleniya…"",""http://kakdobratsyado.ru/rejting-stran-vvp-na-dushu-naseleniya-pps/"""
"2028,""ВВП России на душу населения в текущих ценах"",""total-rating.ru›…vvp…na-dushu-naseleniya-v…cenah…"",""http://total-rating.ru/202-vvp-rossii-na-dushu-naseleniya-v-tekuschih-cenah-v-nacionalnoy-valyute.html"""
"2028,""О прогнозе социально-экономического развития"",""docs.cntd.ru›document/465528176"",""http://docs.cntd.ru/document/465528176"""
"2028,""ВВЕДЕНИЕ"",""dfto.ru›index.php/component/attachments/download/…"",""http://dfto.ru/index.php/component/attachments/download/44"""
"2028,""социально-экономического развития России"",""refdb.ru›look/2788032-pall.html"",""https://refdb.ru/look/2788032-pall.html"""
"2028,""Стратегия социально-экономического развития"",""pandia.ru›text/78/237/5180-5.php"",""http://pandia.ru/text/78/237/5180-5.php"""
"2028,""Министерство экономического развития"",""economy.49gov.ru›Деятельность›Стратегическое планирование›Прогноз"",""https://economy.49gov.ru/activities/progress/forecast/"""
"2028,""СТРАТЕГИЯ"",""oreibsc.ru›info/strrt2030.pdf"",""http://oreibsc.ru/info/strrt2030.pdf"""
"2028,""Социально-экономическое развитие"",""мо-кизилюрт.рф›sotsialno-ekonomicheskoe-razvitie…"",""http://xn----ntbcbhjbqyu4k.xn--p1ai/sotsialno-ekonomicheskoe-razvitie-mo"""
"2028,""Республики алтай на период до 2028 года"",""mineco04.ru›upload/docs…planirovanie…25.09.2008 N…"",""http://www.mineco04.ru/upload/docs/Strateg%20planirovanie/%D0%97%D0%B0%D0%BA%D0%BE%D0%BD%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B8%20%D0%90%D0%BB%D1%82%D0%B0%D0%B9%20%D0%BE%D1%82%2025.09.2008%20N%2083-%D0%A0%D0%97.pdf"""
"2028,""I Сценарии развития Республики Алтай"",""altayinvest.ru›Files/GetFile…"",""http://altayinvest.ru/Files/GetFile?fileid=9e81fa12-2536-4d0b-a70d-49b99395993c"""
"2028,""ЗАО """"СТРАТЕГИЯ-ЦЕНТР"""""",""strategy-center.ru›page.php?lang…vid…vparid…vrub…"",""http://www.strategy-center.ru/page.php?lang=rus&vid=3461&vparid=1286&vrub=inf"""
